Tweet,Affect Dimension
@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer,sadness
"@KeithOlbermann depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster",sadness
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,sadness
Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness
"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness
my life in one word is depressing,sadness
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",sadness
"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness
Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching,sadness
"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",sadness
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",sadness
@MiSSLiNDZO no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,sadness
@Gaychel22 @Kellee_II @seattlepi even hard facts don't seem to be sinking in... I despair 😩,sadness
Feels grim not having your nails done,sadness
I sulk too much for my own good.,sadness
I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness
With loyal heart is concerned. #somber,sadness
Trial result #sadness,sadness
"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness
"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness
@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.,sadness
It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice,sadness
I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,sadness
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness
Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,sadness
Up on melancholy hill,sadness
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy,sadness
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",sadness
It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness
After spending £450 @Debenhams I was offered a £5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy,sadness
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,sadness
@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,sadness
So depressing that it's darker so much earlier now,sadness
@el_tityboi bc it's a gloomy day Tony,sadness
"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",sadness
@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major,sadness
*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
It's a gloomy ass day,sadness
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sadness
im so gloomy today,sadness
"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness
me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,sadness
The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness,sadness
A .500 season is all I'm looking for at this point. #depressing #royals,sadness
@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??,sadness
i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,sadness
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness
@Cassena13 I know if I wasn't an optimist I would despair.,sadness
"Only God knows why things happen, sometimes it's just hard to understand.  #prayingforyou",sadness
@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?,sadness
We have left #Maine. #sadness,sadness
The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing 🙄🙄,sadness
"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness
"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife",sadness
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT,sadness
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness
Feel so grim + ugly atm,sadness
"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)",sadness
"@big_SL8 Show some respect, that's all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness
Hate being sober so I popped two,sadness
@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,sadness
Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!',sadness
Honestly today I just felt like maybe track isn't for me #sad,sadness
The moment of the day when you have to start to plaster a smile in your face. #depression,sadness
When will the weeks full of Mondays end?? #disheartened,sadness
"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",sadness
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,sadness
doese reading help depression or is it another form of escapism,sadness
Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,sadness
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad,sadness
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness
When you lose somebody close to your heart you lose yourself as well 💔 #lost,sadness
Hate knowing I have to get up at half 5 for gym in the morning it's so depressing,sadness
Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? …,sadness
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,sadness
"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness
Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,sadness
Summer officially ends today. #sadness,sadness
@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,sadness
"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sadness
Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness
@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,sadness
Is this the Krusty Krab?\n\nNo this is crippling depression,sadness
#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,sadness
Groom gloom.,sadness
"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness
"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",sadness
"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",sadness
"hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕",sadness
Feeling worthless as always ,sadness
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,sadness
I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,sadness
